"Time","Location","Object","Participant","Means","Denoter"
"","","","500人","","死亡"
"","","300亿美元","","","损失"
"4月10日","","","新华网圣地亚哥","","电"
"10日晚","智利北部城市伊基克市西南部","","","","地震"
"目前","","","","","报告"
"","","","智利大学地震服务局","","说"
"当地时间10日21时01分","智利","","","","地震"
"","","","智利国家紧急事务办公室","","表示"
"目前","","报告","","","收"
"","","可能性","智利海军水文","","排除"
"本月1日","智利北部地区","","","","地震"
"","","","6人","","死亡"
"","","逾万所房屋","","","受损"
"","","","一些城市","","断水断电"
"","","公路","","","破坏"
"","","","近100万居民","","疏散"
"自1日以来","智利北部地区","","","","余震"
"2日晚","伊基克等北部城市","","","","地震"
"立即","当地","","紧急事务部门","","警报"
"","安全地区","","约25万居民","","疏散"
"3日","","","","","余震"
"7日","北部地区","","","","余震"
"4月3日","","","中新网","","电"
"","","美国地质勘探局网站","","","消息"
"北京时间4月3日10时43分","智利北部近海","","","","地震"
"随后","","震级","","","上调"
"此后","","震级","","","修正"
"此前","","海啸预警","","","取消"
"目前","","","","","报告"
"此前","","智利","太平洋海啸预警中心","","发布"
"","","预警","","","取消"
"此前","","","当局","","下令"
"","智利北部沿岸","","居民","","撤离"
"在稍早的北京时间9时58分","智利海域","","","","地震"
"北京时间4月2日7时46分","智利西部海岸","","","","地震"
"","","","","","地震"
"","","","6人","","死亡"
"2日","","","智利总统巴切莱特","","宣布"
"6月5日15时57分","我省渑池县果园乡附近","","","","地震"
"3分钟后","义煤集团公司千秋煤矿","","","","冲击地压"
"","","巷道","","","被损"
"","井下","","20名矿工","","困"
"","","","","","冲击地压"
"","","抢险救灾领导小组","义煤集团公司","","成立"
"","","应急救援预案","","","启动"
"","","抢险救援","","","实施"
"","","","河南省委、省政府","","重视"
"","","","徐光春","","批示"
"","","被困人员","","","抢救"
"","现场","","史济春","","赶赴"
"","","救援工作","","","指导"
"","医院","","","","到"
"","","","获救矿工","","看望"
"截至6月6日4时","","","9人","","死亡"
"","","","11人","","获救"
"","医院","","获救矿工","","治疗"
"","","","","","生命危险"
"","","","专家","","分析"
"","","","","","介绍"
"","","","","","冲击"
"","","","","","了解"
"50年","","","千秋煤矿","","投产"
"","","","","","伤亡"
"2008年5月12日","杭州","","人民网","","电"
"今天14时40分左右","","","杭州市许多市民","","感觉"
"","","","","","摇晃"
"","","高层建筑","","","晃动"
"","","高楼","","","震感"
"","室外空地","","工作人员","","暂避"
"目前","","杭州市民群众生活工作秩序","","","恢复"
"","","","浙江省地震局、杭州市地震局","","表示"
"","四川汶川","","","","地震"
"","浙江全省大部分地区","","","","震感"
"","","高层建筑","","","震感"
"","","","地震部门","","吁请"
"","","","当地媒体","","报道"
"下午14时40分左右","","电话","许多市民","","拨打"
"","","","","","表示"
"之前","","","","","感受"
"","","","","","询问"
"","","","杭州日报一位记者","","说"
"","","红灯笼","","","摇晃"
"","","","浙江省地震局","","说"
"","","","浙江省地震局","","说"
"","兰州","","新华网","","电"
"12日14时30分许","兰州市区","","","","震感"
"","街头","","市民","","走上"
"","","","","","避险"
"","安全场所","","学校","","疏散"
"","","","","","避险"
"","","警报器","","","响起"
"","","手机通讯","","","受阻"
"今天下午14时30分","","","记者","","写稿"
"","","电脑桌","","","摇曳"
"","","衣架","","","摇来摇去"
"","","","记者","","站"
"","","","","","觉得"
"","","整个房间","","","摇摆"
"","","","","","感觉"
"","","整座办公大楼","","","摇来摆去"
"此时","","写字台","","","发出"
"","","","","","听见"
"","楼下院子里","","有人","","喊"
"3分钟时间","","","","","摇曳"
"","","","记者","","所知"
"近期","","","地震部门没","","预报"
"","地震部门","","记者","","前往"
"","","","","","了解"
"2月22日","","","中新网西宁","","电"
"刚刚","","","记者","","获悉"
"","甘肃省天祝县","","","","地震"
"2月22日12时56分","甘肃省武威市天祝藏族自治县","","","","地震"
"","","","记者","","了解"
"截至目前","","报告","","","收"
"","","","新华网","","讯"
"","","","民政部","","说"
"","四川省汶川县","","","","地震"
"","四川、甘肃、重庆、云南等地","","107人","","死亡"
"","","","34人","","受伤"
"目前","","灾情","","","统计核实"
"六月三十日","","","中新社拉萨","","电"
"今日上午","","","记者","","了解"
"二十九日晚","西藏班戈县","","","","地震"
"","","抗震设防情况","西藏地震局","","了解"
"","","","","","建议"
"","","","中国国家地震台网","","测定"
"北京时间六月二十九日二十时四十七分","西藏班戈县","","","","地震"
"","","","西藏地震局办公室一负责官员","","介绍"
"","","情况","他们","","了解"
"","当地","","","","震感"
"五月中旬","","学校","西藏地震局","","调查"
"","","","自治区","","报告"
"目前","全区","","西藏","","调查"
"","","救援设备","边远地区救援队伍","","配备"
"１２月２６日","贵阳","","新华社","","电"
"２６日２０时０５分","贵州省罗甸县","","","","地震"
"截至２２时记者发稿时","罗甸县","报告","","","接到"
"","","","沙先贵","","告诉"
"20时左右","","","","","地震"
"","县城","","","","震感"
"","","","","","地震"
"","","","罗甸县委","","会议"
"","","地震应急预案","","","启动"
"","街道","","公安","","巡逻"
"同时","","","全县２６个乡镇","","联系"
"","","受灾情况","","","摸查"
"２６日晚","","","","","值班"
"","","地震消息","","","通报"
"","","应急值班电话","","","公布"
"","","","沙先贵","","说"
"","","","２６个乡镇","","联系"
"目前","","报告","","","接到"
"","","","陈本金","","说"
"","罗甸","","贵州省地震局","","赶赴"
"","","","人民网记者孙海涛","","报道"
"","贵阳市区","","","","震感"
"","４、５层楼上","","","","感觉"
"","","吊灯","","","甩动"
"","","鱼缸内水","","","晃出"
"","空旷地带","","人们","","躲到"
"","","通讯","","","瘫痪"
"","","","楼内单位","","下班"
"","","","学校","","放学"
"","","","国家地震台网","","测定"
"北京时间2008年11月14日06时53分","辽宁省海城市","","","","地震"
"","","详细情况","","","统计"
"","","","国家地震台网","","测定"
"北京时间2008年11月14日06时53分","辽宁省海城市","","","","地震"
"","","详细情况","","","了解"
"","","","国家地震台网","","测定"
"北京时间2008年11月14日06时53分","辽宁省海城市","","","","地震"
"","海城地区","","","","震感"
"","营口","","","","震感"
"","","","","","震"
"","","","辽宁省地震局","","派出"
"","震区","","","","赶赴"
"","","","","","工作"
"目前","","","","","报告"
"2008年5月12日，北京时间14点28分","重庆市合川区","","","","震感"
"","","房子","","","摇晃"
"","","室内东西","","","倾倒"
"5分钟","","","","","震感"
"","","通讯","","","中断"
"","","","西南大学育才学院众多学生","","午睡"
"","寝室","","许多学生","","逃出"
"","","","相关人士","","介绍"
"5月12日","重庆市区","","","","地震"
"","街头","","记者","","看到"
"","","电线杆","","","摇晃"
"","","南开中学附近楼房","","","摇晃"
"","街头","","千余市民","","走"
"","龙湖花园一带","","政府机关工作人员","","走"
"","街边","","","","站"
"","","家具","","","倒下"
"１１月１０日","","","新华社西宁","","电"
"","","","海省地震台网","","测定"
"１１月１０日９时２２分","青海省海西蒙古族藏族自治州大柴旦地区","","","","地震"
"","西宁市、格尔木市等地","","","","震感"
"","","","罗正刚","","告诉"
"","格尔木市区","","","","震感"
"","建筑物","","市民","","跑"
"","","","","","避险"
"","","","青海省地震局工作人员","","介绍"
"目前","","报告","","","接到"
"","","损失","","","调查"
