"Time","Location","Object","Participant","Means","Denoter"
"","","","俄媒体","","报道"
"","","","雅科夫列夫","","说"
"10日","","","弗里金斯基","","证实"
"","","狄纳莫体育场爆炸案","两人","","实施"
"5月9日","车臣首府格罗兹尼的狄纳莫体育场","","","","爆炸"
"","","","卡德罗夫","","炸死"
"","主席台下","爆炸物","","","安置"
"","","","","","爆炸事件"
"","","狄纳莫体育场的主席台","车臣有关部门","","维修"
"5月8日","","工程","","","结束"
"5月29日","臣乌鲁斯马尔坦区","","俄警方","","抓获"
"","","","云南省卫生厅","","通报"
"","昆明","","","","恐怖袭击"
"","北京和成都","","国家卫生计生委","","派出"
"2日","昆明","","","","抵达"
"","","","","","帮助"
"","","","","","指导"
"","","","伤员","","救治"
"截至2日18：00","","","各级医疗机构","","参与"
"","","","伤员","","救治"
"","","","","","手术"
"","","","1000多人次","","采血"
"","","血液754袋","","","使用"
"","","","","","通报"
"","","","","","事件"
"","","","刘延东副总理","","批示"
"","现场","","云南省领导","","赶赴"
"","","","","","批示"
"","","","","","指导"
"","","","","","救治"
"","","","云南省卫生厅","","表示"
"3月1日21:17","","电话","云南省急救中心","","接到"
"","","","","","指挥"
"","","救护车辆","医护人员","","调度"
"21:28","现场","","","","到达"
"","","救护车13辆","","","出动"
"","","","医护人员80人","","派出"
"","","","伤亡人员","","转送"
"目前","","","医院","","成立"
"","","","医务人员","","组织"
"","","","","","抢救"
"６月１日","阿富汗坎大哈市内的一座清真寺","","","","爆炸"
"","","","至少４０人","","死亡"
"","","","６０人","","受伤"
"在“９・１１”事件周年即将来临之际，","阿富汗","","","","恐怖袭击"
"","阿富汗首都喀布尔","一枚汽车炸弹","","","爆炸"
"","","","３０人","","死亡"
"","","","１５０人","","受伤"
"与此同时","阿富汗南方坎大哈","","阿富汗过渡政府总统卡尔扎伊","","参加"
"","","","","","暗杀袭击"
"","","","卡尔扎伊","","逃过"
"","","","新快报","","讯"
"8月20日","阿尔及利亚","","","","爆炸"
"","","","11人","","死亡"
"","","","阿尔及利亚内政部长","","称"
"","首都阿尔及尔以东150公里的卜伊拉。","","","","爆炸"
"目前","","","人","","声称"
"","","","","","爆炸"
"","","","","","负责"
"","当地","","媒体","","报道称"
"","","","4名军事人员在内的31人","","受伤"
"","","","平民","","死"
"当天上午6点，","一个军事区域","","","","爆炸"
"15分钟后","在一家旅馆附近","","","","爆炸"
"当时","","一辆公共汽车","工人","","载着"
"","","","","","爆炸"
"","","","武装分子","","转变攻击策略"
"此前","","","武装分子","","打击"
"","","炸弹","武装分子","","攻击"
"","","","","","接受"
"","","","伊拉克的恐怖分子","","训练"
