"Time","Location","Object","Participant","Means","Denoter"
"","","","","","确认"
"","现场","遗体残骸","","","搜集"
"","","","","","碳化"
"","现场","","有关专家","","赶赴"
"","","","","","给予"
"","","","公安机关","","组织"
"","","","","车辆信息、户籍资料、亲属印证、同乘人员证实","确认"
"","","","","","失踪"
"","","人员身份","","","失联"
"1日14时50分","二广高速晋城段岩后隧道","重型罐车","","","载有"
"","","","","","追尾"
"","","","","","起火"
"","","","","","爆炸"
"5日","","","晋城市政府新闻办","","通报称"
"","事故现场","","","","搜救"
"","现场","","12具遇难者遗体","","发现"
"","","","1名伤者","","抢救"
"","","","","","死亡"
"昨天凌晨","广州黄埔大道隧道","","","","交通事故"
"","","一辆悬挂假军牌的小轿车","","","撞上"
"","当场","","一名施工人员","","死亡"
"","","","3人","","抢救"
"","","","","","身亡"
"","","","目击者","","称"
"","","肇事车辆","","","行驶"
"","","","警方","","表示"
"","","号牌及证件","","","伪造"
"","","","","","酒驾"
"目前","","","","","拘留"
"","","","本报","","讯"
"昨日","","","记者","","获悉"
"昨日凌晨2时15分左右","黄埔大道隧道","一辆使用假军牌的小客车","施工人员","","碰撞"
"","","","4人","","死亡"
"","","","","","交通事故"
"","","","小客车司机","","酒后驾驶"
"","","","","","调查"
"事发时","","一辆悬挂部队号牌小客车","肇事司机方某/（男，30岁，广州人）","","驾驶"
"","黄埔大道隧道路段","","","","行驶"
"","","施工车辆","工作人员","","碰撞"
"","当场","","1人","","死亡"
"","","","3人","","受伤"
"","","","","","抢救"
"当日","","","","","死亡"
"","","","","","核实"
"","","号牌及证件","","","伪造"
"","","","","","酒后驾驶"
"目前","","","肇事司机方某","","拘留"
"","","事故原因","","","调查"
"","","","市公安交警部门","","表示"
"","","交通违法行为","","","整治"
"","","","广大驾驶员","","提醒"
"","","","","","酒后驾驶"
"","","","","","饮酒"
"","","","","","开车"
"","","","","","开车"
"","","","","","饮酒"
"12月7日","南宁","","新华网","","电"
"7日11时许","","","记者","","了解"
"7日6时左右","当地车河工业园区约1公里处","","","","车祸"
"","","大客车","","","相撞"
"","山沟","客车","","","翻"
"","","","6","","死"
"","","","10","","伤"
"","","","48人","","核实"
"","","","当地宣传部门人员","","介绍"
"","公路右侧10多米深的山沟","大客车","","","翻"
"","当场","","6人","","死亡"
"","","","救援人员","","赶到"
"","客车上","","4具遗体","","拉出"
"","客车上","","另两具遗体","","困"
"","客车上","","救援人员","","施救"
"目前","","","遇难者遗体","","拉走"
"","客车上","","伤员","","转移"
"","附近医院","","","","送往"
"","","","","","救治"
"","当地交通宾馆","","其他未受伤人员","","安置"
"","","吊车","救援人员","","增加"
"","","客车","","","施吊"
"","","","贵州客车方","","对接"
"7月15日","梧州","","中广网","","消息"
"7月14日18时20分","广西南宁至梧州二级公路藤县塘步镇大罗村路段","","","","交通事故"
"","","一辆货车","","","相撞"
"当场","","","4人","","死亡"
"","","","9人","","受伤"
"","","","交警","","查明"
"","","货车","","","行驶"
"","","客车","","","行驶"
"","","两车","","","会车"
"","","货车","","","撞向"
"当场","","","货车两司机","","死亡"
"","","车头","","","变形"
"当场","","","2人","","死亡"
"","","","9人","","受伤"
"随后","公路左侧路边","客车","","","驶向"
"","离高坎不到20厘米处","客车","","","停"
"","","","","","事故"
"第一时间","现场","","交通警察、消防官兵和医护人员","","赶到"
"","","事故","","","处理"
"","","","伤员","","抢救"
"","现场","","领导","","赶往"
"","","情况","","","了解"
"","","事故","","","组织"
"","","","","","抢救"
"","","事故","","","处理"
"至21时20分","这一路段","","","","通车"
"目前","","事故","","","调查处理"
"10月8日","南宁","","广西新闻网","","讯"
"10月8日凌晨3时左右","广西境内","大客车","","","追尾"
"","","","","","事故"
"","","大客车","","","变形"
"","","","6名乘客","","死亡"
"","","","38人","","受伤"
"","","","4人","","受重伤"
"","","","","","了解"
"8日凌晨","广西北海至南宁高速公路据大塘收费站10公里处","大客车","","","追尾相撞"
"","","大客车","","","变形"
"","车内","","48名乘客","","困"
"凌晨3时39分","","","南宁市应急联动指挥中心","","接到"
"","","","","","报警"
"","","","南宁市消防","","调集"
"","现场","","","","赶赴"
"","","","","","救援"
"","","消息","","","称"
"","","","救援人员","","到达"
"","","破拆工具","","","携带"
"","车内","","","","深入"
"","","","","","破拆"
"","","","","","切割"
"9时10分","","","救援人员","","救出"
"","广西医科大一附院","","受伤人员","","送往"
"","","","","","救治"
"三月二十七日","南宁","","中新社","","电"
"","贵州","小车","","","相撞"
"当场","","","十人","","死亡"
"","","","两男子","","受重伤"
"今日凌晨","广西柳州市鹿寨县寨沙镇","","","","交通事故"
"当场","","","十人","","死亡"
"","","","二人","","受重伤"
"凌晨六时四十分左右","三二三国道九百四十八公里处","一辆粤籍大客车","","","交会"
"","","","","","碰撞"
"当场","","","十人","","死亡"
"","","","两人","","受重伤"
"近日","沪杭高速公路第二车道","丰田轿车","","","行驶"
"","三四车道","","","","斜穿"
"","","右边护栏","","","撞上"
"","","冲击力","","","拔起"
"","","车子","","","损坏"
"","","安全带","一名乘客","","系好"
"","","","头部","","受伤"
"","","","","","事"
"","","","高速交警","","调查"
"","","","肇事驾驶员","","回忆"
"","","","","","开车"
"","","手机","","","响"
"","","","我","","看看"
"","","电话","","","接"
"","","","","","说"
"","","","我姐姐","","听"
"","","","我","","转身"
"","","手机","","","递"
"后来","","","","","撞"
"日前","兰坪白族普米族自治县石登乡境内三山矿区","","","","交通事故"
"","当场","","1人","","死亡"
"","医院","","3人","","送往"
"","","","","","失血"
"","","","","","死亡"
"","","","2人","","受伤"
"","","","","","悉"
"16日23时10分","","车牌为云Q06823轻型普通货车","昆明市官渡区籍驾驶员易某","","驾驶"
"","","","6人","","载"
"","石登乡大竹箐村委会","","","","驶往"
"","回龙村委会灰山矿山自用公路K20+800米处","车","","","行至"
"","320米边坡","车辆","","","翻下"
"","当场","","1人","","死亡"
"","医院","","易某等3人","","送往"
"","","","","","失血"
"","","","","","死亡"
"","","","2人","","受伤"
"","","","","","事故"
"","","","兰坪县委、县政府","","组织"
"","","","","","救助"
"","","","","","处置"
"目前","","","受伤人员","","治疗"
"","","","伤者单位","","要求"
"","大理和昆明","","","","送往"
"","","","","","救治"
"","","事故","","","处置"
"","","工作","","","善后"
"","","","","","开展"
"","","事故原因","","","调查"
"","","","本报","","讯"
"昨晨","大兴亦庄开发区一路口","","","","车祸"
"","","一辆摩托车","","","相撞"
"","","","一","","死"
"","","","一","","伤"
"","同济南路与景园街相交的十字路口处","","","","事故"
"","","","张先生","","说"
"早上7点半左右","","一辆摩托车","","","相撞"
"","","","两人","","摔"
"","","","张先生","","说"
"当时","","头盔","两人","","戴"
"","","","新华网","","电"
"9月10日6时许","塔里木沙漠公路伴行路","","","","交通事故"
"","","一辆小轿车","","","相撞"
"","","","4人","","死亡"
"","","","2名司机","","受伤"
"","","","记者","","了解"
"10日上午","塔里木油田轮南镇至库尔勒市管道检修伴行公路72公里","小轿车","","","相撞"
"","","","4名女性","","死亡"
"","","","两车司机","","受伤"
"","","","","","事故"
"","现场","","工作组","","赶赴"
"立即","医院","","受伤人员","","送往"
"","","","","","救治"
"","","工作","","","开展"
"目前","","事故原因","","","调查"
"昨天晚上8点20分左右","小屯立交桥上由东向西方向3公里处","","","","车祸"
"","","大货车","","","相撞"
"","","","","","起火"
"","","","5","","死"
"","","","2","","伤"
"","","","警四大队值勤民警","","介绍"
"目前","在昆医院附二院","","2名幸存者","","治疗"
"","","车祸原因","","","调查"
"当日","云南石林风景区至昆明的高速公路","","","","6起交通事故"
"","","21辆汽车","","","相撞"
"","","","至少1人","","死亡"
"","","","多人","","重伤"
"","","事故原因","","","调查"
"","","","本报","","讯"
"昨天中午12点左右","杭州市文一西路荆大线口","一声巨响","","","传来"
"","","","王师傅","","看"
"","","一辆槽罐车","","","压"
"随后","现场","施救车辆","交警","","赶到"
"","","小轿车","大家","","拖"
"","","车","","","变形"
"","","","驾驶员","","死亡"
"","","","碧海银沙网","","讯"
"今天（17日）下午","","","梁姓、李姓、苏姓、陈姓、吴姓等市民","","来电"
"","赤坎椹川大道北","","","","交通事故"
"","","“巡城马”","","","采访"
"","椹川大道北","“鱼峰”大型水泥搅拌车","","","行至"
"","","","","","侧翻"
"","","","","","倒地"
"","","水泥和石子","老人","","埋"
"","当场","","","","死亡"
"","","车头","妇女","","撞"
"","","车","","","轧住"
"","","","","","碎裂"
"","","","","","受伤"
"","椹川大道北与康强路交汇处","","","","事故"
"","","","目击者","","介绍"
"下午两点半左右","椹川大道北右转康强路","“鱼峰”大型水泥搅拌车","","","侧翻倒地"
"","路面","水泥和石子","","","倾泻"
"","","整车","","","翻倒"
"","","车头","妇女","","撞上"
"","","其右脚","","","轧住"
"","","其脚","","","碎裂"
"","","","","","受伤"
"","","车身及倾泻的水泥","老人","","埋"
"","当场","","老人和小女孩","","死亡"
"","","车窗","司机","","敲碎"
"","","","","","逃出"
"","","","","","轻伤"
"","","","市、赤坎区公安，交警、消防","","处置"
"","医院","","妇女","","送到"
"","","","","","救治"
"","","4辆大型吊车","","","调来"
"","","水泥搅拌车","","","吊起"
"","","","老人和小女孩","","救"
"","","","","","急救"
"","","生命","","","救回"
"目前","","事故原因","","","侦察"
"","","","本报","","讯"
"昨日凌晨","武黄高速公路武黄向57公里处","6车","","","追尾"
"","","","","","撞击"
"","","车辆","","","起火燃烧"
"","","","省高管四大队","","闻警"
"","","","","","救援"
"","","","","","恢复交通"
"","","","","","事故"
"","","","3人","","死亡"
"","","","多人","","受伤"
"目前","黄石市二医院","","部分伤者","","送到"
"","","","","","救治"
"昨日凌晨1时58分","","轿车","李某","","驾驶"
"","武黄向57 公里处","","","","行驶"
"","前方","道路","","","堵塞"
"","鄂EB36XX 重型平板半挂货车后面","","","","停"
"随后","","货车","","","撞上"
"","","货车","","","起火燃烧"
"","","其他车辆","","","引燃"
"","","","","","接警"
"","现场","","省高管支队四大队民警","","赶到"
"","","火势","","","扩大"
"","","交通","","","堵塞"
"立即","","","民警","","分成"
"","","警戒区域","一个组","","划定"
"","","","人员","","组织"
"","","","","","灭火"
"","堵塞的车辆后方","","一个组","","警戒"
"","泽林站口","车辆","一个组","","分流"
"","","","鄂州市消防支队","","支援"
"10日晚9时30分","永胜县境内的祥（云）宁（蒗）公路线二级公路教基田路段","轿车","","","相撞"
"","","","3人","","死亡"
"","","","两人","","受伤"
"昨日","","","记者","","了解"
"","","","永胜县交警大队","","介绍"
"当晚","","轿车","李某","","驾驶"
"","期纳公路线","","","","开往"
"9时30分","祥宁线二级路教基田路段","车","","","行"
"","","一辆摩托车","","","相撞"
"","路侧沟中","轿车","","","翻"
"","","房屋","","","撞上"
"","","","","","此次交通事故"
"","","","两人","","死亡"
"","医院","","1人","","送"
"","","","","","抢救"
"","","","","","死亡"
"","","","轿车驾驶员","","受伤"
"","","","","","报案"
"","现场","","民警","","赶到"
"","","","","","组织"
"","","","","","抢救"
"","程海卫生院","","伤者","","送至"
"","","","","","救治"
"","","“7・10”特大事故处理工作领导小组","相关领导","","组成"
"","","","","","组织"
"","","","伤员","","抢救"
"","","死者遗体安葬事宜","","","解决"
"","","事故原因","","","调查"
"","","","本报","","讯"
"昨日上午","景德镇昌江区鱼山镇弯头坞附近","客车","","","相撞"
"","","客车","","","撞"
"当场","","","5人","","死亡"
"","","","","","了解"
"","","","两客车司机","","身受重伤"
"","","","8人","","受伤"
"11月27日","","","中新网唐山","","电"
"今天","","","记者","","获悉"
"二十六日晚七时许","唐山境内","","","","交通事故"
"","","一大货车","","","相撞"
"","","","两人","","死亡"
"","","","一人","","重伤"
"","","","一人","","轻伤"
"","","","","","介绍"
"","唐钱路后于家店附近","","","","事故"
"","","交警事故调查报告","","","显示"
"当时","","","大货车司机","","驾车"
"","","一辆伊兰特轿车","","","冲"
"","","大货车的一侧","","","撞"
"","","路边的大树","","","撞"
"","","","交警","","介绍"
"","事故现场","伊兰特轿车","","","撞"
"当场","","","二人","","死亡"
"","","","一人","","受伤"
"","医院","","","","送到"
"","","","","","救治"
"目前","","事故原因","","","调查"
"","","","晨报河北","","专讯"
"８月２１日７时４０分左右","３０７国道河北省黄骅市一个路口","两辆客车","","","相撞"
"","","","","","车祸"
"","","","９人","","死亡"
"","","","５２人","","受伤"
"","","","本报","","讯"
"4月5日下午","河南南阳独山景区","一辆卡车","","","失控"
"","","","","","冲"
"","","大门","","","撞破"
"","","","","","冲进"
"","","数字","警方","","提供"
"","","","8人","","死亡"
"","","","10多人","","受伤"
"","","","当地居民","","透露"
"5日下午2时30分许","南阳独山森林公园内","一辆解放牌卡车","","","行驶"
"","靠近大门的数百米道路上","卡车刹车","","","失灵"
"","","","车内两名司机","","喊"
"当时","景区内","","百姓","","避让"
"","下山的道路","卡车","","","冲"
"","景区内","卡车","","","剐上"
"","","自动大门","","","撞破"
"","","","","","冲进"
"","","","20多人","","撞倒"
"","","5辆轿车","","","撞坏"
"12月14日","驻马店","","中新网","","电"
"14日","","","记者","","获悉"
"13日","该区","货车","","","相撞"
"","","客车","19人","","超载"
"","","","两名司机","","拘留"
"13日上午","","","河南省驻马店市驿城区古城乡中学","","组织"
"","驻马店市智明教育培训基地","","","","到"
"","","社会实践活动","","","开展"
"8点50分左右","铜山大道与香山路口交汇处","客车","","","行驶"
"","","货车","","","碰撞"
"","","客车","","","受损"
"","当场","","两名学生","","死亡"
"","","","25名师生","","受伤"
"14日","","","驻马店市驿城区委宣传部","","说"
"","","","当地公安交警部门","","侦查"
"","","客车","47人","","核载"
"","","","66人","","实载"
"","","","19人","","超载"
"","","交通肇事罪","货车司机陈新峰","","涉嫌"
"","","重大责任事故罪","宇通客车司机周国忠","","涉嫌"
"","","","","","拘留"
"&gt;目前","","事故","","","救治"
"","","","","","抢救"
"","","","","","善后"
"１０月７日","郑州","","新华网","","电"
"","","","记者","","获悉"
"","","","","","核实"
"１０月７日６时３６分","省道Ｓ３３３线社旗县桥头镇对吴庄村东５００米处","一辆重型半挂货车","","","相撞"
"","","","１１人","","死亡"
"","","","","","介绍"
"","","","","","事故"
"","","","货车司机","","逃逸"
"目前","","","司机","","控制"
"","","","","","事故"
"","","应急预案","南阳市和社旗县","","启动"
"","","","","","抢救"
"","","事故","","","处置"
"","现场","","市、县主要领导组织卫生、消防、安监、公安、交通、民政等部门","","赶赴"
"","","工作","","","指导"
"目前","","","","","善后"
"","","事故原因","","","调查"
"12月8日","济南","","中新网","","电"
"今天中午","济青高速潍坊段","数十辆车","","","相撞"
"","","","","","据悉"
"","","路面","","","结冰"
"","","","","","交通事故"
"","","","1人","","死亡"
"","","","5人","","受伤"
"","","","记者","","了解"
"5个多小时","","","","","救援"
"8日中午","济青高速潍坊往高密附近","百余辆车","","","相撞"
"目前","","","5名被困人员","","救出"
"","","","220余名民众","","疏散"
"","","事故路段","","","抢通"
"","","车辆","","","通行"
"","","","全警","","上路"
"","","收费站","","","封闭"
"","","主线","","","分流"
"","","","","","放行"
"","","交通","","","疏导"
"同时","现场","","","","勘查"
"","","事故车辆","","","清理"
"","","","潍坊消防支队","","介绍/v"
"","事故路段","","100余辆","","滞留"
"","","","","","据悉"
"当日","长达4公里、多个事故点","行动","官兵","","展开"
"","","车","","","牵引"
"","","","","液压剪扩钳","扩张"
"","","","","机动链锯和无齿锯","切割"
"","","","被困人员","","营救"
"","","","记者","","获悉"
"目前","","事故路段","","","抢通"
"","","车辆","","","通行"
"","","济青高速青岛方向近20个高速入口","","","封闭"
"4月1日","温州","","中新网","","电"
"今日凌晨5点","浙江甬台温高速公路温州段","","","","交通事故"
"","","一辆半挂车","","","追尾"
"","","","","","大火"
"","","","2人","","死亡"
"","","","2人","","轻伤"
"","","2辆挂车","","","报废"
"","","10余吨布料","","","烧毁"
"十二月四日","杭州","","中新社","","电"
"今日上午八时三十分许","浙江杭金衢高速公路诸暨段","","","","重大交通事故"
"","","三十三辆车","","","相撞"
"","","","","","事故"
"","","","一人","","死亡"
"","","","一人","","重伤"
"","","","六人","","轻伤"
"","","一千余辆过往车辆","","","滞留"
"事发后","","","高速交警","","救出"
"","医院","","","","送往"
"","","","","","抢救"
"","","","一现场救援人员","","称"
"","高速公路","近五百余辆汽车","","","排"
"","","几百辆汽车","","","滞留"
"一时","","","交通","","瘫痪"
"目前","","事故原因","相关部门","","调查处理"
"","杭州","","新华网","","电"
"","","《今日早报》","","","报道"
"１３日６时许","浙江台州黄岩区境内","大客车","","","相撞"
"","","","两","","死"
"","","","两","","重伤"
"","","","数人","","轻伤"
"当时","","","目击者","","称"
"","北洋镇官岙村拱沿线２１公里处路段一转弯处","大客车","","","碰撞"
"","","两车","","","相撞"
"","","","司机","","奄奄一息"
"","","车","","","撞"
"","","","司机","","卡"
"","现场","","黄岩区北洋镇派出所民警","","赶到"
"","","","","","救治"
"","","","民警","","赶到"
"","","","他","","救出"
"","","","司机","","死亡"
"","医院","","轿车内另一名乘客","","送"
"","","","","","死亡"
"","医院","","另两人","","送到"
"","","","","","急救"
"目前","","","","","救治"
"","水田","大客车","","","侧翻"
"","","车头左侧","","","受损"
"目前","","事件原因","警方","","调查"
"1月30日","","","新华网海口","","电"
"1月30日零时15分","海南省定安县境内，环岛东线高速公路海口往三亚方向53公里处","小轿车","","","追尾"
"","","","","","相撞"
"","","","","","起火交通事故"
"","当场","","小轿车人员5人","","死亡"
"","","","记者","","获悉"
"","","","","","调查"
"","","车牌号为琼C53715的油罐车","","","装载"
"","马村","","","","运往"
"","","车牌号为琼AB7119的悦达起亚车","","","追尾"
"","","","","","起火交通事故"
"","","","","","事故"
"","","","省消防总队","","调集"
"","到场","","","","增援"
"3时03分","场","","增援力量","","到"
"5时05分","","火势","","","扑灭"
"","","","","","灭火"
"","","","","","爆炸等次生治安火灾灾害事故"
"当日9时50分","东线高速公路三亚往海口方向的路段","","","","畅通"
"当日11时30分","线高速公路海口往三亚方向定安段","","","","畅通"
"","","事故车辆","","","吊开"
"","油罐内","约20吨97号汽油","","","转移"
"","","","","","介绍"
"","","","","","事故"
"","","","琼AB7119小轿车驾驶人","","追尾"
"昨日凌晨1时44分","海口市灵山镇往机场老路方向3公里处","","","","交通事故"
"","","两车","","","相撞"
"","","","2","","死"
"","","","4","","伤"
"1时56分","现场","","消防官兵","","到"
"","","","110民警和120医务人员","","救援"
"","","","一辆小货车","","相撞"
"","","两车车头","","","变形"
"","商务车驾驶室内","","2名男子","","困"
"","现场","","3男1女","","受伤"
"","","小货车","","","漏油"
"","","商务车的副驾驶室","消防官兵","无齿锯和铁梃等","破拆"
"","","小货车泄漏的汽油","","水枪","稀释"
"2时23分","","","消防官兵","","救出"
"","","","120医务人员","","转交"
"","","","医务人员","","确认"
"目前","","事故原因","","","调查"
"12月9日","","","南海网","","消息"
"12月9日下午3时左右","海文高速公路文昌至海口方向37公里处","","","","交通事故"
"","","","","","死"
"","","","","","伤"
"9日下午2时55分","","命令","文昌市公安消防支队","","接到"
"","&gt;海文高速文昌至海口方向37公里处","小汽车","","","交通事故"
"","车上","","8名乘客","","困"
"下午3时42分","现场","","文昌消防支队官兵","","到达"
"","","","","","观察了解"
"","","","司机","","死亡"
"","","","2名儿童","","受伤"
"","车中","","","","困"
"","","","所有受困人员","","解救"
"","医院","","","","送往"
"","","","","","治疗"
"目前","","事故发生的具体原因","交警部门","","调查"
"","","","本报","","讯"
"7月8日晚上7点左右","市区勤俭东路铁路立交桥桥洞内","","两辆电动车","","相擦"
"","","","女性当事人","","死亡"
"","","","男性当事人","","逃逸"
"","微博","","交警","","呼吁"
"","","","","","协查"
"今天上午","","","男性当事人","","归案"
"","","","交警一大队副大队长沈惠忠","","介绍"
"7月8日晚上7点21分","","","警方","","接到"
"","","","","","报警"
"","","","","","称"
"","市区勤俭东路铁路立交桥桥洞内","","有人","","倒"
"","","头部","","","流血"
"5分钟","","","交警","","赶到"
"","","","群众","","报警"
"","","120急救车","","","接到"
"","武警医院","","女子","","送往"
"","","","","","抢救"
"两天后","","","","","离世"
"","","","警方","","翻看"
"","","","可疑男子","","锁定"
"","","电动车","该男子","","骑"
"","汽车北站旁、禾兴北路、城北路、东升路、百墅路、洪波路、洪兴路、勤俭路","","","","行驶"
"","沿线的百花社区超市、百墅路天天农展会、洪波路戴梦得超市","","","","出现"
"","微博","","警方","","呼吁"
"","","","","","协查"
"","","","网友","","转发"
"","","","记者","","了解"
"今天上午","","","这名男子","","归案"
"四月十二日","重庆","","中新社","","电"
"今日","","","记者","","证实"
"四月十一日晚","渝邻高速重庆段","一辆小轿车","","","相撞"
"","","小轿车","","","起火燃烧"
"","","","四人","","死亡"
"","","","出事货车驾驶员","","介绍"
"当日晚上二十一时零四分","","大货车","","","驾驶"
"","四川邻水","","","","驶往"
"","重庆大湾收费站两公里处","车","","","行至"
"","","福克斯小轿车","","","撞上"
"","路边","车","他","","停到"
"","","","","","下车"
"","","","","","救人"
"","","","","","听"
"","","小轿车前部","","","燃烧"
"","","","","","此次事故"
"","","","三名男乘客","","死亡"
"目前","","事故原因","","","调查"
"","","","四川在线","","消息"
"今（19）日凌晨5时许","","","成都市温江区航天路政府专职消防队","","接到"
"","","","","","报警"
"","","","","","称"
"","凤溪大道与温泉大道交叉口","","","","交通事故"
"","","一辆双桥卡车","","","相撞"
"","","货车","","","侧翻"
"","驾驶室","","两人","","困"
"","现场","","消防队员","","到达"
"","温泉大道与凤溪大道交汇处","","队员们","昏暗的灯光","发现"
"","","一辆牌照为川AN3M87的白色货色","","","侧翻"
"","公路中间","","","","躺在"
"","车上","木板和木条","","","装满"
"","驾驶室","","两人","","困"
"","","","人员","","受伤"
"","","头部","","","出血"
"","","上半身","","","甩出"
"","驾驶室","脚部","","","卡"
"","地上","","","","躺在"
"","","","","","呻吟"
"","","","120救护人员","","到达"
"","","其头部","","","包扎"
"","现场","车头","","","变形"
"","","柴油","","","流淌"
"","","","消防队员","扩张器","受伤"
"","","","","","救出"
"","","","被困人员","","受伤"
"","","","","","救援"
"","","","第一名被困人员","","救出"
"","","","另一名被困人员","","来到"
"","","","","","安慰"
"","","","他","","鼓励"
"","","伤员的手","消防队员","","握着"
"","","信心","他","","给"
"","","","被困人员","","确保"
"","","","","","决定"
"","","","","液压扩张器","扩张"
"","","","","液压顶杆","扩张"
"","","","","液压扩张器与液压顶杆","配合"
"","","救援空间","","","扩大"
"","被卡位置","","","","扩张"
"半个小时","","","一名伤员","","救出"
"","","","","","送上"
"","","120救护车","","","等候"
"目前","","","交警部门","","介入"
"","","事故原因","","","调查"
"","医院","","伤者","","治疗"
"10月13日","荆门","","中新网","","电"
"13日凌晨3时40分许","二广高速1738公里+800米处湖北省荆门市沙洋县纪山镇付场村路段","大客车","","","车祸"
"","高速护栏下","客车","","","翻覆"
"","","","34人","","受伤"
"","","","8人","","重伤"
"","","","2人","","危重"
"","","","湖北省沙洋县宣传部副部长段红蕾","","介绍"
"","","","","","报警"
"","现场","","荆门市副市长周松青","","赶到"
"","","","当地公安、消防、卫生等部门","","施救"
"","荆门市石化医院","","两人","","送往"
"","","","其他全部","","送往"
"","","","","","救治"
"","","","8人","","重伤"
"","","","2人","","危重"
"","","","湖北高警总队三支队支队长韩","","介绍"
"","","","","","调查"
"事发时","北京","","","","开往"
"当时","中央隔离带","大客车","","","过"
"","","对向车道护栏","","","冲开"
"","护坡下","","","","翻覆"
"事发时","","客车","49人","","载客"
"发稿时","","","伤员","","送往"
"","","","","","治疗"
"","现场","","高警","","清理"
"","二广高速事发地段","","","","通行"
"","","事故原因","","","调查"
"11月9日","宜昌","","新华网","","电"
"9日","","","记者","","获悉"
"今年10月1日","兴山","客车","","","坠崖"
"","","","16","","死"
"","","","19","","伤"
"","","原因","","","查明"
"","","事故全责","驾驶员熊","","承担"
"目前","","","公安机关","","立案"
"","","","","","侦查"
"","","原因","交警部门","","通报"
"","","","驾驶人熊","","驾驶"
"","神农架","","","","前往"
"","","大客车","其","","驾驶"
"","山区道路","","","","驶入"
"","","肇事车辆","司法鉴定机构","","检验"
"","","","","","发现"
"","","客车左后轮胎胎面","","","磨损"
"","","安全隐患","","","存在"
"","","肇事车辆","","","降低"
"","","","","","安全驾驶"
"目前","","","公安机关","","立案"
"","","","","","侦查"
"同时","","","相关责任人","","立案"
"","","","","","侦查"
"10月1日下午","兴山县峡口镇","大客车","","","行经"
"","三峡水库香溪河","","","","坠入"
"","","","16人","","死亡"
"","","","19人","","受伤"
"4月7日","","","中新网","","电"
"4月4日晚上7时30分左右","湖南长潭高速公路","6车","","","相撞"
"","","消防车21台","长株潭三地消防部门","","出动"
"近2个小时","","","消防官兵","","扑救"
"","","大火","","","扑灭"
"","","","","","调查"
"","","","1人","","死亡"
"12月31日","","","潍坊新闻网","","讯"
"12月30日上午11时许","奎文区文化路与东风东街交叉口西侧200米","","","","交通事故"
"","","一辆捷达轿车","","","躲避"
"","","","行人","","横穿"
"","","","","","刹车"
"","","后车","","","避让"
"","","6车","","","追尾"
"","","","","","事故"
"","","","人员","","伤亡"
"","现场","","记者","","赶到"
"","","","","","看到"
"","马路中间","6辆事故车","","","停放"
"","","","人员","","伤亡"
"中午","","","","","下班"
"","","","","","事故"
"","","","","","堵车"
"","","","记者","","留意"
"","","6辆车","","","受损"
"","","两辆出租车","","","受损"
"","","前面的出租车车前盖","","","变形"
"","","前保险杠左侧","","","脱落"
"","","左前车灯","","","粉碎"
"","","后面的出租车后保险杠","","","破裂"
"","","","","","脱落"
"","","尾灯","","","报废"
"","","车左后门","","","关"
"","","","该车司机","","估计"
"","","","","","维修"
"","","捷达轿车","一名年轻小伙","","驾驶"
"","路口","电动车","有名男子","","推着"
"","","","","","走"
"","","","捷达轿车司机","","踩"
"","","","","","刹车"
"","","","","","躲避"
"","","","","","刹住"
"","","","","","听见"
"","","","","","传来"
"","现场","","交警","","勘查"
"","","","","","发现"
"","","","","","事故"
"","","","司机","","保持"
"","","前车","","","规避"
"事发半小时","现场","","保险公司的工作人员","","赶到"
"","","","","","处理"
"","","","","","通畅"
"","渭南","","本报","","讯"
"7月14日晚22时30分","澄城县古徽街九路口","","","","交通事故"
"","","一辆面包车","","","相撞"
"","","","","","翻车"
"","","","","","车祸"
"","","","2人","","死亡"
"","","","1人","","重伤"
"7月14日晚22时30分左右","澄城县古徽街九路口","白色面包车","","","相撞"
"","","两车","","","相撞"
"","","面包车","","","翻倒"
"","车下","","摩托司机","","压"
"","","","","","车祸"
"","","","马正平","","重伤"
"","现场","120急救车","民警","","赶到"
"","澄城县人民医院","","三名伤者","","送到"
"","","","","","抢救"
"","","","马正平与殷某","","死亡"
"","","","目击者","","称"
"","","","","","事"
"","","面包车","","","行驶"
"","","","","","车祸"
"","","面包车","","","行驶"
"昨日下午","澄城县人民医院","","医务人员","","告诉"
"7月14日晚上22时、7月15日凌晨5时","","","马正平与殷某","","死亡"
"目前","","头骨","伤者张某","","骨折"
"","","头骨","","","骨折"
"","","","","","了解"
"4月15日","兰州","","新华网","","电"
"14日19时左右","甘肃省永登县","三车","","","追尾"
"","","","4","","死"
"","","","7","","伤"
"","","","记者","","了解"
"","312国道永登收费站入口处","","","","事故"
"当时","","10余辆车","","","停车"
"","","","","","交费"
"","","卡车","","","失控"
"","","农用三轮车","","","撞上"
"","","三轮车","","","撞上"
"","","三车","","","追尾"
"当场","","","4人","","死亡"
"","","","7人","","受伤"
"","","","","","事故"
"","医院","","伤者","","送往"
"","","","","","救治"
"目前","","具体原因","永登交警大队","","调查"
"7月30日晚11时许","苏州吴江市苏震桃公路与天鹅荡路十字路口","三车","","","追尾"
"","","","4","","死"
"","","","3","","伤"
"","","","","","事故"
"","","","公安、消防、120等多部门","","出动"
"","","","","","救援"
"９月３日","","","新华网内蒙古频道","","电"
"３日","","","内蒙古赤峰市公安局","","披露"
"日前","赤峰市","面包车","","","相撞"
"","","","3人","","死亡"
"","","","2人","","受伤"
