"Time","Location","Object","Participant","Means","Denoter"
"昨日上午9时50分左右","麻涌镇南洲村东莞市港航船舶清污有限公司","","","","火灾"
"12时40分许","","火势","","","扑灭"
"","","17辆消防车","消防部门","","出动"
"","","","","","事故"
"","","","","","伤亡"
"目前","","原因","","","调查"
"","","","吴先生","","称"
"上午10时45分左右","","第2个油罐","","","引燃"
"11时30分左右","","","","","爆炸"
"","","","","","火灾"
"","","17辆消防车","消防部门","","出动"
"近3小时","","","","","扑救"
"12时40分左右","","火势","消防人员","","扑灭"
"","","","","","调查"
"","","","","","事故"
"","","","","","伤亡"
"","","","","","事"
"","火灾事故现场","","消防大队","","洒水"
"","","","专人","","派"
"","现场","","","","留驻"
"5月1日","","","东北网","","讯"
"4月27日13时12分","我省沾河林业局施业区伊南河林场","","","","草甸森林火灾"
"","林区腹地","","","","火灾"
"","","","指战员","","扑救"
"","","火势","","","控制"
"","","大型机械30余台","兵力7530人","","投入"
"","","","群众3100人","","转移"
"","火灾前线","","省委书记吉炳轩、省长栗战书、副省长吕维峰、孙永波","","亲临"
"","","","","","部署"
"","","","","","指挥"
"","西班牙、法国、希腊、及意大利南部“萨丁尼亚岛”","","","","山林火灾"
"","","","八人","","死亡"
"过去的四天里","西班牙","","六名消防人员","","殉职"
"","意大利的“萨丁尼亚岛”","","两人","","丧生"
"３０日","洪都拉斯首都特古西加尔巴市中心一个市场","","","","大火"
"","附近的商业区和银行区","火势","","","蔓延"
"当地时间清晨５点３０分左右","位于洪首都特古西加尔巴市中心位置的科隆市场","","","","起火"
"","附近一家以经营服装为主的街道","火势","","","蔓延"
"","","银行","","","影响"
"","","","记者","","看到"
"","","克隆市场","","","毁"
"","火灾现场附近的数十条街区","浓烟","","","笼罩"
"","","","洪首都消防总队发言人奥斯卡","","采访"
"","","","","","说"
"","","火势","","","控制"
"","","１８辆消防车","他们","","出动"
"","","","","","紧急扑救"
"","","火势","","","控制"
"","","起火原因","","","探明"
"","","","奥斯卡","","说"
"","","","激进分子","","防止"
"","","","洪警方","","派遣"
"","现场","","","","前往"
"","","秩序","","","维持"
"","","原因","","","调查"
"11日","深圳市光明新区荣健农批水果市场","","","","火灾"
"","","","16人","","死亡"
"","","","5人","","受伤"
"","","","中共中央政治局常委、国务院总理李克强","","批示"
"","","","伤员","","救治"
"","","伤亡情况","","","核实"
"","","原因","","","查明"
"今冬明春","","安全生产工作","","","做好"
"","","薄弱环节","","","严查密防"
"","","安全风险","","","降低"
"1月14日14时52分","浙江温岭市城北街道杨家渭村台州大东鞋厂","","","","火灾"
"","","","公安消防等部门","","扑救"
"17时40分","","大火","","","扑灭"
"目前","","","16人","","死亡"
"","现场","","20多名职工","","救出"
"目前","","","温岭市第一人民医院","","收治"
"","","","4人","","呼吸道灼伤"
"","","","一人","","骨折"
"","益阳市大通湖区金北顺造纸厂芦苇堆场","","","","火灾"
"","堆场","大型芦苇堆垛18个","","","存放"
"","","","","","火灾"
"16个小时","","大火","消防官兵","","扑灭"
"当晚7时50分","","","消防大队","","报警"
"","","","","","称"
"","厂区内芦苇堆垛","","","","火灾"
"","","","","","接警"
"","","消防车","大队","","出动"
"","现场","","","","赶赴"
"","","芦苇","","","晒干"
"","现场","消防水枪","","","控制"
"","两个堆垛","大火","","","蔓延"
"","","","人员","","被困"
"","","","参战人员","","扑救"
"到29日凌晨3时","","火势","","","控制"
"上午10时","","大火","","","扑灭"
"","","","消防人员","","余火清理"
"到中午12时","","余火","","","扑灭"
"","","芦苇","","","保住"
"","","","消防部门","","查明"
"","","","","","火灾"
"","","员工","","","转运"
"","","","","","违规操作"
"目前","","","2名违规操作的工人","","控制"
"","","","齐鲁网","","讯"
"2009年8月8日下午","滨州一正在装修的格林豪泰酒店","","","","火灾"
"","滨州","","齐鲁电视台独家栏目组","","奔赴"
"","","","","","报道"
"到目前为止","","大火","","","扑灭"
"","在火灾后的新闻发布会上","","我们","","了解"
"","","25辆消防车","滨州消防支队","","出动"
"","","","","","灭火"
"","","","群众33名","","疏散"
"","","","被困人员2名","","救出"
"","","","人员","","伤亡"
"目前","","起火原因","","","调查"
"1月15日，","","","《俄罗斯报》","","称"
"","北半球","炎热的夏季","澳大利亚","","处于"
"1月14日晚","澳大利亚南部","","","","火灾"
"","澳大利亚南部","","","","火灾"
"","","救灾行动","救援人员","","展开"
"2013年11月04日上午11时","珠海南屏北山东桥工业区附件的旧工厂大厦","","","","大火"
"","","楼顶","多名工人","","被困"
"","现场","","消防官兵","","赶到"
"","","","","","援救"
"","","起火原因","","","调查"
"","","","网友","","称"
"","工厂里面","防火设备","","","更新"
"","","","","","检查"
"","","楼","","","年久失修"
"","","","","","火灾"
"5月4日","","","中新网","","电"
"","","","外媒","","报道"
"近日","瑞典东海岸一所仓库","","","","大火"
"","仓库内","鲱鱼罐头","","","爆炸"
"","仓库","","","","飞出"
"","","报道","","","称"
"","仓库内","","四名管理员","","休息"
"","","火情","","","发现"
"","现场","","","","逃离"
"","","","温州网","","讯"
"昨天凌晨","温州浙南汽车设备回收有限公司瑞安分公司停车场内","","","","火灾"
"","","200多辆废旧摩托车与废旧汽车","","","烧毁"
"昨天下午","温州浙南汽车设备回收有限公司瑞安分公司停车场","摩托车发动机编号","工作人员","","核对"
"","","","记者","","注意"
"","","数百辆摩托","","","烧"
"","","","张先生","","说"
"","","","","","火灾"
"","","200多辆废旧摩托车与30多辆废旧汽车","","","烧毁"
"","停车场内","4吨塑料6吨废旧车胎","","","烧毁"
"","","损失","","","统计"
"3月31日","","","东南网","","讯"
"今日凌晨3时55分许","福州市闽侯县南屿加油站对面万顺鞋厂内一仓库","","","","失火"
"","","火情","工厂保安","","发现"
"","","","","","报警"
"","","","","","求助"
"","","火","消防官兵","","扑灭"
"今日凌晨","","","福州市闽侯县消防大队","","接警"
"","","","部消防车、30余名消防官兵","","出动"
"","现场","","","","赶赴"
"","","","","","扑救"
"","","","到场的消防官兵","","侦查"
"","","火势","","","蔓延"
"","","火势","消防官兵","消防车的水炮","控制"
"","","","两个攻坚小组","","组织"
"","","个人防护装备","","","配带"
"","火楼层内部","","","","深入"
"","","火势","","","控制"
"1小时后","","火灾","","","扑灭"
"","","","人员","","伤亡"
"目前","","火灾原因和损失","","","调查"
"","","","","","统计"
"8月8日","","","台海网","","讯"
"6日11时30分许","福州城门胪厦工业区内","一棉花厂","","","火灾"
"","","火势","","","蔓延"
"","","制鞋厂","","","殃及"
"","","上千平方米的仓库","","","成为火海"
"","","报警","消防","","接到"
"","","23部消防车","6个中队","","调"
"","火灾现场","","一百多名消防官兵","","赶赴"
"经过了5个小时的扑救后","","大火","","","扑灭"
"昨日凌晨","现场","","记者","","赶到"
"","在数百米外","远处腾起的滚滚浓烟","","","看到"
"","","红色的火光","","","照红"
"","","着火的制鞋厂四楼仓库","","","成火海"
"","","","记者","","跟随"
"","距离火场50米外的一厂房楼顶","","","","登上"
"","","","","","感到"
"","","滚烫的热气","","","迎面扑来"
"","","","目击者陈先生","","说"
"","","","","","火灾"
"","","火势","","","蔓延"
"","制鞋厂的四楼仓库","大火","","","蹿"
"","","","消防队员","","告诉"
"","","大型水罐车","现场指挥部","","调集"
"","周边工厂","水带","工人和群众","","拿"
"","","消火栓","","","找"
"","","","消防官兵","","协助"
"","","火势","","","控制"
"直到昨日凌晨4点40分左右","","大火","","","扑灭"
"","","","人员","","伤亡"
"目前","","火灾原因","","","调查"
"4月15日","","","中国网","","讯"
"","","","福建泉州消防","","消息"
"昨日20时40分","泉州市晋江市安海镇星塔村书展公园附近","一大面积草地","","","火灾"
"","四周","大火","","风势","蔓延"
"","靠近火场不到百米","一座村庄数十栋居民房","","","岌岌可危"
"","","报警","晋江消防大队安海中队","","接到"
"","现场","","","","赶到"
"","","大火","安海镇政府工作人员、公安部门、行政执法","","扑灭"
"","","火势蔓延","","","制止"
"","","数十栋居民楼","","","保全"
"20时46分","火场附近","","消防官兵","","赶到"
"","","","","","发现"
"","","火光","","","映照"
"","毗邻的村庄方向","火势","","风势","蔓延"
"","","消防车","","","驶入"
"","","救援","","","面临"
"","","铁扫","全体官兵","","携"
"","火点","","","","跑步"
"","接近村庄的方向","","","树枝","扑救"
"","","火势","","","控制"
"","","","公安民警、附近居民","工具","扑救"
"","","","安海镇政府工作人员、行政执法部门","","赶到"
"","","","","","扑救"
"22时许","","火势","","","控制"
"","现场","余火","救援人员","","清理"
"","","","","","火灾"
"","","一座信号塔","","","烧损"
"","","","人员","","伤亡"
"","","火灾原因","","","调查"
"2月1日","福州长乐","","新华网","","电"
"1月31日晚","福建省长乐市拉丁酒吧","","","","火灾"
"","","","17人","","死亡"
"","","","当地政府","","介绍"
"当晚11时30分左右","长乐市拉丁酒吧","","10名左右男女青年","","聚会"
"","桌面上","烟花","","","燃放"
"","","天花板","","","引燃"
"","","","","","火灾"
"","","报警","","","接到"
"","","","领导","","重视"
"","现场","","有关领导","","赶到"
"","","善后处置工作","","","指挥"
"","","","长乐市","","组织"
"","","现场抢险工作","","","开展"
"2月1日零点20分左右","","火灾","","","扑灭"
"","","","35名人员","","救"
"","","","15名","","抢救"
"","医院","","","","送往"
"","","","","","抢救"
"","","","","","死亡"
"","","","17名","","抢救"
"","","","","","脱险"
"","","","3名","","抢救"
"事故发生后","","现场紧急处置领导小组","长乐市委、市政府","","成立"
"","","正副组长","书记、市长","","担任"
"12月26日凌晨","吴江区盛泽镇心开弄","一幢住宅楼","","","着火"
"","","","","","报警"
"","现场","","盛泽公安分局治安巡逻队的队员","","赶至"
"","","支援","其他队员","","赶来"
"","","","","","赶到"
"","","大火","","","吞噬"
"","","分工","队员们","","展开"
"","","","沉睡中的住户","","叫醒"
"","","物品","","","抢救"
"","","","","","灭火"
"","","","本报","","讯"
"3月27日晚上10点至3月28日凌晨2点","鄂尔多斯市达拉特旗树林召镇210国道35公里周边村庄一村民家蔬菜大棚","","","","大火"
"","","14家村民家草垛","","","起火"
"","","扑救","","","请求"
"","在前往火灾现场的途中","","消防指挥员","电话","指导"
"","","","村民","","组织"
"","","火势","","","控制"
"","火灾现场","","","","抵达"
"","","浓烟滚滚，一片火海","","","见"
"","","情况","","","了解"
"","","","指挥员","","指挥"
"","","","","","扑救"
"10点半左右","","2辆消防车","达旗新能能源企业消防队","","派出"
"","","","","","增援"
"3月28日凌晨2点","","火灾","","","扑救"
"8月4日上午10时30分左右","虹口区赤峰路上一居民家中的厨房","","","","起火"
"","","火焰","","","夹着"
"","窗外","","","","冲出"
"","","3平米左右的厨房","","","烧毁"
"","","","新民网记者","","了解"
"","","火灾","","","波及"
"","卧室","挂式空调","","","烧坏"
"","","","人员","","伤亡"
"12时40分","火灾现场","","新民网记者","","赶到"
"","","火","","","扑灭"
"","小区门口","烧焦味","","","闻到"
"","楼房外","水流","","","看到"
"","","","这家女主人沈女士","","称"
"","户主家中","","记者","","看到"
"","","3平米左右的厨房","","","烧毁"
"","","火灾","","","波及"
"","卧室","挂式空调","","","烧坏"
"","窗外","黑烟","","","冲"
"","","一股浓烈的焦臭味","","","飘来"
"","","自家的空调","","","着火"
"","楼下","厨房","","","起火"
"","窗户附近","","","","着火"
"","","火焰","","","夹着"
"","窗外","","","","冲出"
"","向四周","","","","蔓延"
"","","住在事发地点楼上的一位居民","","","回忆"
"","","","","","起火"
"","","火警","该居民","","报"
"","","","附近居民刘先生","","称"
"上午11时许","事发现场","两辆救火车","","","赶到"
"至上午11点30分左右","","火势","","","控制"
"","火灾中","","人员","","伤亡"
"昨日（12月6日）凌晨1时许","衡水市区红旗大街干马桥南约200米路东一门店、居住、库房“三合一”的商住楼","","","","火灾"
"","店内","货物","","","付之一炬"
"","","","女主人和两岁的孩子","","遇难"
"","","","男主人","","逃生"
"当天","","会议","衡水市","","召开"
"","“三合一”、“多合一”场所","火灾隐患排查整治工作","","","开展"
"7月27日","","东方网","","","消息"
"昨日上午8时15分","中国最长的铁路隧道――兰新线乌鞘岭隧道左线","1043次旅客列车","","","运行"
"","","机车","","","着火"
"","","","铁路、消防","","处置"
"","","","千余旅客","","逃生"
"","","大火","","","扑灭"
"","","","","","伤亡"
"","","事故原因","","","调查"
"","隧道","","乘客","","脱险"
"","","","铁路部门","","清点"
"","","","","","伤亡"
"","","","乘客","班车","回家"
"","","","大部分乘客","机车","抵达"
"","现场","","","","带离"
"当日中午12时14分许","","新机车","","","牵引"
"","龙沟车站","1043次旅客列车","","","开出"
"","","运输秩序","","","正常"
"目前","","机车起火具体原因","","","调查"
"","象州","","广西新闻网","","讯"
"7月24日清晨","象州县城建新路与朝阳路交叉路口的一超市","","","","大火"
"","现场","","近百余人","","赶赴"
"2个多小时","","","","","扑救"
"","","大火","","","扑灭"
"","","商品","","","吞噬"
"","","","","","伤亡"
"当日清晨6时05分","","象州县公安局110指挥中心","象州县消防大队","","报警调度"
"","","2辆消防车","20名消防官兵","","出动"
"","现场","","","","赶赴"
"","现场","","","","到达"
"","","","","","发现"
"","超市内部","","","","一片火海"
"","超市周围的民房和店铺","大火","","","蔓延"
"","","","一组消防官兵","两支水枪","灭火"
"","超市东南两面","警戒线","另一组消防官兵","","设立"
"","","","围观群众","","进入或靠近"
"同时","","","消防官兵与公安局民警","","疏散"
"上午8时05分许","","","","","救援"
"","","火势","","","压制"
"","超市内部","","消防官兵","","深入"
"","","","","","灭火"
"","","余火","","","消灭"
"8时30分许","","超市火灾","","","扑灭"
"","","造成火灾事故的原因","","","调查"
"昨天凌晨1时40分许","长深高速灌南服务区往南1758公里附近","一辆满载17吨的袋装塑料颗粒的大货车轮胎","","","起火"
"","","","驾驶员","","停车"
"","","灭火器","","","取出"
"","","","","","灭火"
"","","大火","","","扑灭"
"","","报警","灌南县消防中队官兵","","接到"
"半个多小时","","","","","扑救"
"","","火灾","","","扑灭"
"","车上","货物","","","保住"
"4月9日","","","东方网记者刘歆","","报道"
"","","上海市消防局官方微博","","","消息"
"今天中午11时14分","","上海市应急联动中心","","","接警"
"","长兴岛的江南造船厂3号船坞","一在建的八万吨级货轮","","","火灾"
"","","保温材料","","","燃烧"
"","现场","","","","烟雾"
"","","数十辆消防车","消防部门","","调集"
"","现场","","","","赶赴"
"","","","","","内攻灭火"
"目前","","","人员","","被困"
"","","大火","","","被控制"
"","","","城市晚报","","讯"
"昨日15时许","位于仙台大街与湛江路交会处的吉林省食品药品检验所","","","","火灾"
"","","报警","","","接到"
"","现场","","十多辆消防车","","赶到"
"","","","","","救援"
"","","","","","悉"
"","","","","","事故"
"","","","人员","","伤亡"
"","现场附近","","围观群众","","称"
"在15时15分","","","","","事故"
"当时","","滚滚浓烟","","","冒出"
"15时40分","现场","","记者","","到达"
"","","火势","","","控制"
"","建筑内部","","消防人员","","施救"
"16时许","","大火","","","扑灭"
"目前","","起火原因","","","调查"
"","","","新华报业网","","讯"
"昨晚","南京长江大桥回龙桥一桥洞","","","","失火"
"1个多小时","","","","","火灾"
"","腰上","绳子","两名消防队员","","系"
"","桥面上空","","","","降"
"近半个小时","","火","","","扑灭"
"","","报料","","","接到"
"","现场","","记者","","赶到"
"","南京长江大桥回龙桥上桥口，金川河的出江口处","","","","失火"
"","距离150米远的地方","","记者","","观看"
"","桥面","","消防人员","","赶到"
"不久","","一幕","记者","","看到"
"","腰间","绳子","两名消防人员","","系"
"","桥面上","","","","空降"
"","","水枪","","","灭火"
"","","“噼里啪啦”声","记者","","听"
"大约半小时后","","火","","","扑灭"
"昨天清晨6时许","京承高速进京方向","面包车","","","行驶"
"","","","","","起火"
"","","","司机和副驾驶","","逃生"
"","","","10名木工","","烧伤"
"","","","一人","","死亡"
"","","","","","了解"
"","","面包车","","","自燃"
"","","","司机","","带走"
"","","","","","调查"
"昨天清晨7时40分左右","事发现场――京承高速进京方向城铁望京西站","","记者","","赶到"
"此时","现场","","","","清理"
"","","护栏","","","撞"
"","","","工作人员","","介绍"
"清晨6时左右","","一辆面包车","","","大火"
"","离面包车不远处","","几个人","","坐"
"","","","有人","","喊"
"","现场","","消防中队","","赶到"
"不到10分钟","","火","","","扑灭"
"","","","999急救人员","","救护"
"","","","保安和周围一些好心人","担架","抬"
"","","","","","抬"
"","","烧焦味","","","闻"
"大概7点10分左右","","面包车","","","拖走"
"","北京军区总医院东院","","记者","","前往"
"","","","朱主任","","说"
"","该院","","有9名伤者","","送到"
"","重症监护室","","4位重伤员","","送往"
"","","","","","发稿"
"","","","4人","","脱离"
"","","","另外一名伤者","","死亡"
"2014年1月11日凌晨1时27分","云南迪庆藏族自治州州府香格里拉县的独克宗古城","","","","大火"
"","","起火原因","","","查明"
"","","不慎","客栈管理者","","用火"
"","","","","","火灾"
"2014年1月11日17时46分","","明火","","","扑灭"
"","","","消防官兵","","搜寻"
"","","火灾","","","烧毁"
"","","1亿多元人民币","","","经济损失"
"晚上11点左右","王彬街752和753号，分别是“鸿飞国货店”和“新胜利国货店”","","","","火灾"
"","","","一位年长华人妇女","","灼伤"
"","","","消防人员","","解救"
"","院","","","","治疗"
"","","浓烟","几位老人","","吸入"
"","从屋顶、窗口和楼梯等不同方向","火点","消防人员","","靠近"
"","","","","","扑救"
"在短短三十分钟内","","明火","","","扑灭"
"目前","","起火原因","","","调查"
